"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","State and Province","Duration","Growth Habit","Native Status","Bloom Period"
"BRGR","","BRGR","Brickellia grandiflora","","Brickellia","","grandiflora","","","","","","","","","","","(Hook.) Nutt.","","","","","USA (AR, AZ, CA, CO, ID, KS, MO, MT, NE, NM, NV, OR, RI, TX, UT, WA, WY), CAN (AB, BC)","Perennial","Subshrub, Forb/herb","L48 (N), CAN (N)",""
"BRLO","","BRLO","Brickellia longifolia","","Brickellia","","longifolia","","","","","","","","","","","S. Watson","","","","","USA (AZ, CA, CO, NV, UT)","Perennial","Subshrub, Shrub","L48 (N)",""
"BRLOL3","","BRLOL3","Brickellia longifolia var. longifolia","","Brickellia","","longifolia","","","","var.","","longifolia","","","","","S. Watson","S. Watson","","","","USA (AZ, CO, NV, UT)","Perennial","Shrub","L48 (N)",""
"BRMI","","BRMI","Brickellia microphylla","","Brickellia","","microphylla","","","","","","","","","","","(Nutt.) A. Gray","","","","","USA (AZ, CA, CO, ID, NM, NV, OR, UT, WA, WY)","Perennial","Subshrub, Shrub","L48 (N)",""
"BRMIS","","BRMIS","Brickellia microphylla var. scabra","","Brickellia","","microphylla","","","","var.","","scabra","","","","","(Nutt.) A. Gray","A. Gray","","","","USA (AZ, CO, ID, NM, NV, UT, WY)","Perennial","Subshrub, Shrub","L48 (N)",""
"BROB","","BROB","Brickellia oblongifolia","","Brickellia","","oblongifolia","","","","","","","","","","","Nutt.","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA), CAN (BC)","Perennial","Subshrub, Shrub, Forb/herb","L48 (N), CAN (N)",""
"BROBL","","BROBL","Brickellia oblongifolia var. linifolia","","Brickellia","","oblongifolia","","","","var.","","linifolia","","","","","Nutt.","(D.C. Eaton) B.L. Rob.","","","","USA (AZ, CA, CO, ID, NM, NV, OR, UT)","Perennial","Subshrub, Shrub, Forb/herb","L48 (N)",""
"BRIZA","","BRIZA","Briza","","Briza","","","","","","","","","","","","","","","","","","USA (AL, AR, CA, CO, CT, DE, FL, GA, HI, ID, IL, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NM, NY, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI), CAN (AB, BC, NF, NS, ON, QC)","","","",""
"BRMA","","BRMA","Briza maxima","","Briza","","maxima","","","","","","","","","","","L.","","","","","USA (CA, CO, GA, HI, IL, MI, NJ, NY, OR, VT, WI), CAN (AB, BC, ON, QC)","Annual","Graminoid","L48 (I), HI (I), CAN (I)","Spring"
"BRME","","BRME","Briza media","","Briza","","media","","","","","","","","","","","L.","","","","","USA (AL, CA, CO, CT, DE, MA, MD, ME, MI, NH, NY, PA, RI, VT), CAN (NF, NS, ON)","Perennial","Graminoid","L48 (I), CAN (W)",""
"BROMU","","BROMU","Bromus","","Bromus","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"BRAR5","","BRAR5","Bromus arvensis","","Bromus","","arvensis","","","","","","","","","","","L.","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, ON, QC, SK)","Annual","Graminoid","L48 (I), CAN (I)","Mid Spring"
"BRBR5","","BRBR5","Bromus briziformis","","Bromus","","briziformis","","","","","","","","","","","Fisch. & C.A. Mey.","","","","","USA (AK, CA, CO, CT, DE, ID, IL, IN, MA, MD, MI, MT, ND, NE, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WY), CAN (BC, ON)","Annual","Graminoid","L48 (I), AK (I), CAN (I)","Late Spring"
"BRCA5","","BRCA5","Bromus carinatus","","Bromus","","carinatus","","","","","","","","","","","Hook. & Arn.","","","","","USA (AK, CA, CO, KS, NM, OR, WA), CAN (AB, BC, ON, YT)","Annual, Perennial","Graminoid","L48 (N), AK (I), CAN (N)","Early Spring"
"BRCA6","","BRCA6","Bromus catharticus","","Bromus","","catharticus","","","","","","","","","","","Vahl","","","","","USA (AL, AR, AZ, CA, CO, DC, FL, GA, HI, IA, IL, KS, KY, LA, MD, MO, MS, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA), CAN (AB, LB, ON)","Annual, Perennial","Graminoid","L48 (I), HI (I), CAN (I)","Early Spring"
"BRCI2","","BRCI2","Bromus ciliatus","","Bromus","","ciliatus","","","","","","","","","","","L.","","","","","USA (AK, AL, AZ, CA, CO, CT, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), SPM (N)","Spring"
"BRCIC3","","BRCIC3","Bromus ciliatus var. ciliatus","","Bromus","","ciliatus","","","","var.","","ciliatus","","","","","L.","L.","","","","USA (AK, AL, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), SPM (N)",""
"BRCIR","","BRCIR","Bromus ciliatus var. richardsonii","","Bromus","","ciliatus","","","","var.","","richardsonii","","","","","L.","(Link) B. Boivin","","","","USA (AK, AZ, CA, CO, ID, MT, NM, NV, TX, UT, WY), CAN (AB, BC, YT)","Perennial","Graminoid","L48 (N), AK (N), CAN (N)",""
"BRDI3","","BRDI3","Bromus diandrus","","Bromus","","diandrus","","","","","","","","","","","Roth","","","","","USA (AR, AZ, CA, CO, DC, DE, GA, HI, ID, IL, LA, MA, MD, MO, MT, NC, NJ, NM, NV, NY, OK, OR, SC, TX, UT, VA, WA), CAN (BC)","Annual, Perennial","Graminoid","L48 (I), HI (I), CAN (I)",""
"BRDIR","","BRDIR","Bromus diandrus ssp. rigidus","","Bromus","","diandrus","ssp.","","rigidus","","","","","","","","Roth","(Roth) Lainz","","","","USA (AR, AZ, CA, CO, DC, DE, GA, HI, ID, IL, LA, MA, MD, MO, MT, NC, NJ, NM, NV, NY, OK, OR, SC, TX, UT, VA, WA), CAN (BC)","Annual, Perennial","Graminoid","L48 (I), HI (I), CAN (I)",""
"BRFR2","","BRFR2","Bromus frondosus","","Bromus","","frondosus","","","","","","","","","","","(Shear) Wooton & Standl.","","","","","USA (AZ, CO, NM, UT)","Perennial","Graminoid","L48 (N)",""
"BRHO2","","BRHO2","Bromus hordeaceus","","Bromus","","hordeaceus","","","","","","","","","","","L.","","","","","USA (AK, AR, AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, NB, NF, NS, NT, ON, QC, YT), DEN (GL), FRA (SPM)","Annual","Graminoid","L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)",""
"BRHOH","","BRHOH","Bromus hordeaceus ssp. hordeaceus","","Bromus","","hordeaceus","ssp.","","hordeaceus","","","","","","","","L.","L.","","","","USA (AK, AR, AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, NB, NF, NS, NT, ON, QC, YT), DEN (GL), FRA (SPM)","Annual","Graminoid","L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)","Mid Spring"
"BRIN2","","BRIN2","Bromus inermis","","Bromus","","inermis","","","","","","","","","","","Leyss.","","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (NI), AK (NI), CAN (NI), GL (I), SPM (I)","Late Spring"
"BRINI","","BRINI","Bromus inermis ssp. inermis","","Bromus","","inermis","ssp.","","inermis","","","","","","","","Leyss.","Leyss.","","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (I), AK (I), CAN (I), GL (I), SPM (I)",""
"BRINI2","","BRINI2","Bromus inermis ssp. inermis var. inermis","","Bromus","","inermis","ssp.","","inermis","var.","","inermis","","","","","Leyss.","Leyss.","Leyss.","","","USA (AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (I), AK (I), CAN (I), GL (I), SPM (I)",""
"BRINP","","BRINP","Bromus inermis ssp. pumpellianus","","Bromus","","inermis","ssp.","","pumpellianus","","","","","","","","Leyss.","(Scribn.) Wagnon","","","","USA (AK, CO, ID, ME, MI, MT, NM, NY, OR, WA, WY), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), SPM (N)",""
"BRINP5","","BRINP5","Bromus inermis ssp. pumpellianus var. pumpellianus","","Bromus","","inermis","ssp.","","pumpellianus","var.","","pumpellianus","","","","","Leyss.","(Scribn.) Wagnon","(Scribn.) C.L. Hitchc.","","","USA (AK, CO, ID, MI, MT, NM, OR, WA, WY), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), SPM (N)",""
"BRLA6","","BRLA6","Bromus lanatipes","","Bromus","","lanatipes","","","","","","","","","","","(Shear) Rydb.","","","","","USA (AZ, CO, NM, OK, TX)","Perennial","Graminoid","L48 (N)",""
"BRMA4","","BRMA4","Bromus marginatus","","Bromus","","marginatus","","","","","","","","","","","Nees ex Steud.","","","","","USA (AK, AZ, CA, CO, CT, IA, ID, IL, KS, MA, ME, MT, NE, NH, NM, NV, NY, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Perennial","Graminoid","L48 (N), AK (I?), CAN (N)","Spring"
"BRPO","","BRPO","Bromus polyanthus","","Bromus","","polyanthus","","","","","","","","","","","Scribn. ex Shear","","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY), CAN (BC)","Perennial","Graminoid","L48 (N), CAN (N)",""
"BRPOP","","BRPOP","Bromus polyanthus var. paniculatus","","Bromus","","polyanthus","","","","var.","","paniculatus","","","","","Scribn. ex Shear","Shear","","","","USA (AZ, CO, NM, UT)","Perennial","Graminoid","L48 (N)",""
"BRPOP2","","BRPOP2","Bromus polyanthus var. polyanthus","","Bromus","","polyanthus","","","","var.","","polyanthus","","","","","Scribn. ex Shear","Scribn. ex Shear","","","","USA (AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY), CAN (BC)","Perennial","Graminoid","L48 (N), CAN (N)",""
"BRPO2","","BRPO2","Bromus porteri","","Bromus","","porteri","","","","","","","","","","","(J.M. Coult.) Nash","","","","","USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, SD, TX, UT, WY), CAN (MB, SK)","Perennial","Graminoid","L48 (N), CAN (N)",""
"BRPU6","","BRPU6","Bromus pubescens","","Bromus","","pubescens","","","","","","","","","","","Muhl. ex Willd.","","","","","USA (AL, AR, CO, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, ON, QC)","Perennial","Graminoid","L48 (N), CAN (N)",""
"BRRA2","","BRRA2","Bromus racemosus","","Bromus","","racemosus","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NF, NS, NT, ON, PE, QC, SK)","Annual","Graminoid","L48 (I), AK (I), CAN (I)",""
"BRSE","","BRSE","Bromus secalinus","","Bromus","","secalinus","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NS, ON, QC, YT)","Annual","Graminoid","L48 (I), AK (I), HI (I), CAN (I)",""
"BRSES","","BRSES","Bromus secalinus var. secalinus","","Bromus","","secalinus","","","","var.","","secalinus","","","","","L.","L.","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NS, ON, QC, YT)","Annual","Graminoid","L48 (I), AK (I), HI (I), CAN (I)",""
"BRSQ2","","BRSQ2","Bromus squarrosus","","Bromus","","squarrosus","","","","","","","","","","","L.","","","","","USA (AR, CO, CT, HI, ID, IL, IN, KS, KY, MI, MO, MT, ND, NE, NJ, NM, NY, OR, PA, SD, VT, WA, WI, WY), CAN (AB, BC, MB, NT, ON)","Annual","Graminoid","L48 (I), HI (I), CAN (I)",""
"BRST2","","BRST2","Bromus sterilis","","Bromus","","sterilis","","","","","","","","","","","L.","","","","","USA (AL, AR, AZ, CA, CO, CT, DC, DE, HI, ID, IL, IN, KY, MA, MD, MI, MO, MS, NC, NJ, NM, NV, NY, OH, OK, OR, PA, RI, TN, TX, UT, VA, WA, WV), CAN (BC, ON)","Annual","Graminoid","L48 (I), HI (I), CAN (I)",""
"BRTE","","BRTE","Bromus tectorum","","Bromus","","tectorum","","","","","","","","","","","L.","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, NT, ON, QC, SK, YT), DEN (GL)","Annual","Graminoid","L48 (I), AK (I), HI (I), CAN (I), GL (I)",""
"BUGLO","","BUGLO","Buglossoides","","Buglossoides","","","","","","","","","","","","","","","","","","USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, MB, NS, ON, QC)","","","",""
"BUAR3","","BUAR3","Buglossoides arvensis","","Buglossoides","","arvensis","","","","","","","","","","","(L.) I.M. Johnst.","","","","","USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (BC, MB, NS, ON, QC)","Annual","Forb/herb","L48 (I), CAN (I)",""
"BUPLE","","BUPLE","Bupleurum","","Bupleurum","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MT, NC, NH, NJ, NM, NY, OH, OR, PA, SD, TN, TX, VA, VT, WV, WY), CAN (AB, BC, NB, NT, ON, QC, YT)","","","",""
"BUAM2","","BUAM2","Bupleurum americanum","","Bupleurum","","americanum","","","","","","","","","","","J.M. Coult. & Rose","","","","","USA (AK, CO, ID, MT, NM, OR, WY), CAN (AB, BC, NT, YT)","Annual","Forb/herb","L48 (N), AK (N), CAN (N)",""
"CALAM","","CALAM","Calamagrostis","","Calamagrostis","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
"CACA4","","CACA4","Calamagrostis canadensis","","Calamagrostis","","canadensis","","","","","","","","","","","(Michx.) P. Beauv.","","","","","USA (AK, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)","Late Spring"
"CACAC10","","CACAC10","Calamagrostis canadensis var. canadensis","","Calamagrostis","","canadensis","","","","var.","","canadensis","","","","","(Michx.) P. Beauv.","(Michx.) P. Beauv.","","","","USA (AK, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), SPM (N)",""
"CACAL3","","CACAL3","Calamagrostis canadensis var. langsdorffii","","Calamagrostis","","canadensis","","","","var.","","langsdorffii","","","","","(Michx.) P. Beauv.","(Link) Inman","","","","USA (AK, CA, CO, GA, MN, MT, NH, NY, OR, VT, WA), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)",""
"CAMO","","CAMO","Calamagrostis montanensis","","Calamagrostis","","montanensis","","","","","","","","","","","Scribn. ex Vasey","","","","","USA (CO, ID, MN, MT, ND, SD, WY), CAN (AB, BC, MB, SK)","Perennial","Graminoid","L48 (N), CAN (N)",""
"CAPU","","CAPU","Calamagrostis purpurascens","","Calamagrostis","","purpurascens","","","","","","","","","","","R. Br.","","","","","USA (AK, CA, CO, ID, MN, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)",""
"CAPUP7","","CAPUP7","Calamagrostis purpurascens var. purpurascens","","Calamagrostis","","purpurascens","","","","var.","","purpurascens","","","","","R. Br.","R. Br.","","","","USA (AK, CA, CO, ID, MN, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NF, NT, NU, ON, QC, SK, YT), DEN (GL)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)",""
"CARU","","CARU","Calamagrostis rubescens","","Calamagrostis","","rubescens","","","","","","","","","","","Buckley","","","","","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC, MB, SK)","Perennial","Graminoid","L48 (N), CAN (N)","Late Spring"
"CASC","","CASC","Calamagrostis scopulorum","","Calamagrostis","","scopulorum","","","","","","","","","","","M.E. Jones","","","","","USA (AZ, CO, MT, NM, UT, WY)","Perennial","Graminoid","L48 (N)",""
"CAST36","","CAST36","Calamagrostis stricta","","Calamagrostis","","stricta","","","","","","","","","","","(Timm) Koeler","","","","","USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)",""
"CASTI3","","CASTI3","Calamagrostis stricta ssp. inexpansa","","Calamagrostis","","stricta","ssp.","","inexpansa","","","","","","","","(Timm) Koeler","(A. Gray) C.W. Greene","","","","USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N), SPM (N)","Late Spring"
"CASTS5","","CASTS5","Calamagrostis stricta ssp. stricta","","Calamagrostis","","stricta","ssp.","","stricta","","","","","","","","(Timm) Koeler","(Timm) Koeler","","","","USA (AK, AZ, CA, CO, ID, IL, ME, MI, MN, MT, ND, NH, NV, NY, OR, SD, UT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL)","Perennial","Graminoid","L48 (N), AK (N), CAN (N), GL (N)","Late Spring"
"CASTS8","","CASTS8","Calamagrostis stricta ssp. stricta var. stricta","","Calamagrostis","","stricta","ssp.","","stricta","var.","","stricta","","","","","(Timm) Koeler","(Timm) Koeler","(Timm) Koeler","","","USA (AK, AZ, CA, CO, ID, IL, ME, MI, MN, MT, ND, NH, NV, NY, OR, SD, UT, WA, WI, WV, WY)","Perennial","Graminoid","L48 (N), AK (N)",""
"CALAM2","","CALAM2","Calamovilfa","","Calamovilfa","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NY, OH, OK, PA, SC, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","","","",""
"CAGI3","","CAGI3","Calamovilfa gigantea","","Calamovilfa","","gigantea","","","","","","","","","","","(Nutt.) Scribn. & Merr.","","","","","USA (AZ, CO, KS, NE, NM, OK, TX, UT)","Perennial","Graminoid","L48 (N)",""
"CALO","","CALO","Calamovilfa longifolia","","Calamovilfa","","longifolia","","","","","","","","","","","(Hook.) Scribn.","","","","","USA (CO, IA, ID, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, NY, OH, PA, SD, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Perennial","Graminoid","L48 (N), CAN (N)","Late Summer"
"CALOL2","","CALOL2","Calamovilfa longifolia var. longifolia","","Calamovilfa","","longifolia","","","","var.","","longifolia","","","","","(Hook.) Scribn.","(Hook.) Scribn.","","","","USA (CO, IA, ID, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, SD, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Perennial","Graminoid","L48 (N), CAN (N)",""
"CALIB","","CALIB","Calibrachoa","","Calibrachoa","","","","","","","","","","","","","","","","","","USA (AL, AZ, CA, CO, FL, KS, LA, MS, NC, NM, NY, OR, TX, UT, VA)","","","",""
"CAPA47","","CAPA47","Calibrachoa parviflora","","Calibrachoa","","parviflora","","","","","","","","","","","(Juss.) D'Arcy","","","","","USA (AL, AZ, CA, CO, FL, KS, LA, MS, NC, NM, NY, OR, TX, UT, VA)","Annual","Forb/herb","L48 (I)",""
"CALLI3","","CALLI3","Callirhoe","","Callirhoe","","","","","","","","","","","","","","","","","","USA (AL, AR, AZ, CO, FL, GA, IA, ID, IL, IN, KS, KY, LA, MI, MN, MO, MS, NC, ND, NE, NM, OK, OR, PA, SC, SD, TN, TX, VA, WI, WY)","","","",""
"CAAL","","CAAL","Callirhoe alcaeoides","","Callirhoe","","alcaeoides","","","","","","","","","","","(Michx.) A. Gray","","","","","USA (AL, AR, CO, IA, ID, IL, IN, KS, KY, LA, MO, NE, NM, OK, SD, TN, TX, WI)","Perennial","Forb/herb","L48 (N)",""
"CAIN2","","CAIN2","Callirhoe involucrata","","Callirhoe","","involucrata","","","","","","","","","","","(Torr. & A. Gray) A. Gray","","","","","USA (AR, AZ, CO, FL, IA, IL, IN, KS, KY, LA, MI, MN, MO, ND, NE, NM, OK, OR, PA, TX, VA, WY)","Perennial","Forb/herb","L48 (N)","Mid Spring"
"CAINI4","","CAINI4","Callirhoe involucrata var. involucrata","","Callirhoe","","involucrata","","","","var.","","involucrata","","","","","(Torr. & A. Gray) A. Gray","(Torr. & A. Gray) A. Gray","","","","USA (AR, AZ, CO, IA, IL, IN, KS, LA, MI, MN, MO, ND, NE, NM, OK, OR, PA, TX, VA, WY)","Perennial","Forb/herb","L48 (N)",""
"CAINL","","CAINL","Callirhoe involucrata var. lineariloba","","Callirhoe","","involucrata","","","","var.","","lineariloba","","","","","(Torr. & A. Gray) A. Gray","(Torr. & A. Gray) A. Gray","","","","USA (CO, FL, KS, NM, OK, TX)","Perennial","Forb/herb","L48 (N)",""
"CALLI6","","CALLI6","Callitriche","","Callitriche","","","","","","","","","","","","","","","","","","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","","","",""
